Age,Productivity_Score,Meetings_Per_Week,Job_Satisfaction,WFH_Days_Per_Week,Has_Children_Yes,Location_Type_Suburban,Location_Type_Urban,Department_Group,Education_Group,Job_Level_Group,Company_Size_Group,WFH_Category
0.11111111111111116,1.0,0.33333333333333337,1.0,3,1.0,0.0,1.0,Tech,Bachelor/Master,Junior,Large,Medium
0.4722222222222222,1.0,0.4,1.0,2,1.0,1.0,0.0,Non-Tech,Bachelor/Master,Senior,Small,Medium
0.38888888888888895,0.7292035398230088,0.2,1.0,5,0.0,0.0,1.0,Non-Tech,Basic,Senior,Large,High
0.19444444444444442,0.39292035398230096,0.6666666666666666,0.41176470588235325,3,0.0,0.0,0.0,Non-Tech,Basic,Junior,Large,Medium
0.36111111111111116,0.8584070796460177,0.33333333333333337,1.0,5,1.0,1.0,0.0,Non-Tech,Bachelor/Master,Senior,Large,High
0.25,0.8884955752212389,0.26666666666666666,1.0,4,0.0,0.0,1.0,Tech,Basic,Senior,Small,High
0.38888888888888895,1.0,0.5333333333333333,1.0,3,1.0,1.0,0.0,Non-Tech,Bachelor/Master,Junior,Small,Medium
0.5000000000000001,1.0,0.5333333333333333,1.0,5,0.0,0.0,1.0,Tech,Bachelor/Master,Junior,Small,High
0.02777777777777779,0.16106194690265485,0.8,1.0,5,1.0,1.0,0.0,Non-Tech,Bachelor/Master,Junior,Large,High
0.888888888888889,1.0,0.4666666666666667,1.0,2,0.0,0.0,0.0,Tech,Basic,Senior,Large,Medium
0.0,0.6141592920353982,0.6666666666666666,1.0,2,1.0,0.0,1.0,Non-Tech,Bachelor/Master,Junior,Small,Medium
0.3055555555555556,1.0,0.4666666666666667,1.0,3,1.0,0.0,1.0,Tech,Bachelor/Master,Senior,Large,Medium
0.5000000000000001,1.0,0.4666666666666667,1.0,3,1.0,1.0,0.0,Tech,Bachelor/Master,Senior,Small,Medium
0.41666666666666663,0.5628318584070795,0.8666666666666667,0.20588235294117574,3,0.0,0.0,1.0,Non-Tech,Bachelor/Master,Junior,Large,Medium
0.3055555555555556,0.7380530973451327,0.4,1.0,2,0.0,1.0,0.0,Tech,Bachelor/Master,Senior,Small,Medium
0.5555555555555555,1.0,0.4,1.0,3,1.0,1.0,0.0,Tech,Bachelor/Master,Senior,Large,Medium
0.44444444444444453,1.0,0.33333333333333337,1.0,4,1.0,0.0,0.0,Non-Tech,Bachelor/Master,Senior,Large,High
0.16666666666666663,0.7292035398230088,0.33333333333333337,1.0,4,0.0,0.0,1.0,Non-Tech,Bachelor/Master,Junior,Large,High
0.41666666666666663,0.8495575221238938,0.4666666666666667,0.1764705882352935,3,1.0,0.0,0.0,Tech,Advanced,Junior,Large,Medium
0.5555555555555555,0.7504424778761063,0.33333333333333337,1.0,1,0.0,1.0,0.0,Tech,Bachelor/Master,Senior,Large,Low
0.5000000000000001,1.0,0.7333333333333334,1.0,3,0.0,0.0,1.0,Non-Tech,Bachelor/Master,Senior,Large,Medium
0.13888888888888895,0.7787610619469025,0.6666666666666666,1.0,3,1.0,0.0,1.0,Tech,Basic,Junior,Small,Medium
0.5277777777777778,1.0,0.13333333333333336,1.0,3,0.0,1.0,0.0,Non-Tech,Bachelor/Master,Junior,Large,Medium
0.5000000000000001,1.0,0.4,1.0,5,0.0,1.0,0.0,Tech,Bachelor/Master,Junior,Large,High
0.33333333333333337,0.631858407079646,0.33333333333333337,0.07352941176470473,3,1.0,1.0,0.0,Tech,Bachelor/Master,Junior,Large,Medium
0.38888888888888895,1.0,0.26666666666666666,1.0,5,1.0,1.0,0.0,Tech,Bachelor/Master,Senior,Small,High
0.6666666666666666,0.6584070796460177,0.4,1.0,0,0.0,0.0,1.0,Tech,Bachelor/Master,Senior,Small,Low
0.4722222222222222,0.7787610619469025,0.7333333333333334,1.0,5,0.0,0.0,1.0,Tech,Bachelor/Master,Junior,Small,High
0.3055555555555556,0.854867256637168,0.4,1.0,5,1.0,1.0,0.0,Tech,Basic,Junior,Large,High
0.3055555555555556,0.6778761061946901,0.6666666666666666,1.0,0,1.0,1.0,0.0,Non-Tech,Bachelor/Master,Senior,Large,Low
0.611111111111111,0.5345132743362833,0.26666666666666666,1.0,1,1.0,0.0,1.0,Tech,Bachelor/Master,Senior,Large,Low
0.5555555555555555,1.0,0.7333333333333334,1.0,4,0.0,0.0,1.0,Tech,Advanced,Senior,Large,High
0.5555555555555555,0.5805309734513273,0.6,1.0,0,0.0,1.0,0.0,Non-Tech,Basic,Senior,Large,Low
0.36111111111111116,1.0,0.33333333333333337,1.0,2,0.0,0.0,1.0,Non-Tech,Bachelor/Master,Senior,Large,Medium
0.5277777777777778,1.0,0.4666666666666667,1.0,3,1.0,0.0,1.0,Non-Tech,Bachelor/Master,Senior,Large,Medium
0.41666666666666663,1.0,0.4,1.0,0,1.0,1.0,0.0,Tech,Bachelor/Master,Senior,Large,Low
0.36111111111111116,0.7044247787610618,0.4,1.0,3,1.0,1.0,0.0,Non-Tech,Bachelor/Master,Junior,Small,Medium
0.5000000000000001,0.8017699115044248,0.33333333333333337,1.0,3,0.0,1.0,0.0,Tech,Basic,Senior,Small,Medium
0.08333333333333337,0.8407079646017699,0.7333333333333334,1.0,5,1.0,0.0,1.0,Tech,Basic,Junior,Small,High
0.05555555555555558,0.9380530973451326,0.4666666666666667,1.0,5,1.0,1.0,0.0,Non-Tech,Bachelor/Master,Junior,Large,High
0.5000000000000001,0.8141592920353982,0.4666666666666667,1.0,4,0.0,1.0,0.0,Tech,Bachelor/Master,Senior,Large,High
0.33333333333333337,0.8336283185840707,0.2,1.0,3,1.0,0.0,1.0,Tech,Basic,Junior,Large,Medium
0.11111111111111116,1.0,0.5333333333333333,1.0,4,1.0,0.0,1.0,Non-Tech,Bachelor/Master,Junior,Large,High
0.16666666666666663,0.5362831858407078,0.4,1.0,4,0.0,1.0,0.0,Tech,Bachelor/Master,Junior,Small,High
0.5833333333333334,0.6619469026548672,0.4666666666666667,1.0,3,0.0,0.0,1.0,Tech,Bachelor/Master,Senior,Small,Medium
0.3055555555555556,0.6849557522123895,0.33333333333333337,0.05882352941176272,0,1.0,0.0,1.0,Tech,Bachelor/Master,Senior,Large,Low
0.13888888888888895,0.8867256637168139,0.26666666666666666,1.0,4,1.0,0.0,1.0,Tech,Bachelor/Master,Junior,Large,High
0.2777777777777778,0.5150442477876105,0.9333333333333333,1.0,0,0.0,0.0,0.0,Tech,Bachelor/Master,Senior,Large,Low
0.19444444444444442,0.9415929203539823,0.4666666666666667,1.0,0,0.0,0.0,0.0,Non-Tech,Basic,Junior,Large,Low
0.13888888888888895,0.5362831858407078,0.7333333333333334,1.0,2,1.0,1.0,0.0,Tech,Bachelor/Master,Junior,Small,Medium
0.41666666666666663,1.0,0.6666666666666666,1.0,0,1.0,1.0,0.0,Tech,Basic,Senior,Large,Low
0.41666666666666663,1.0,0.33333333333333337,1.0,5,1.0,0.0,1.0,Non-Tech,Bachelor/Master,Senior,Large,High
0.2222222222222222,1.0,0.4,1.0,3,0.0,0.0,1.0,Non-Tech,Advanced,Junior,Small,Medium
0.2222222222222222,1.0,0.33333333333333337,1.0,3,1.0,1.0,0.0,Tech,Bachelor/Master,Junior,Small,Medium
0.41666666666666663,1.0,1.0,1.0,2,0.0,1.0,0.0,Non-Tech,Bachelor/Master,Senior,Small,Medium
0.16666666666666663,1.0,0.33333333333333337,1.0,4,1.0,1.0,0.0,Tech,Bachelor/Master,Junior,Large,High
0.3055555555555556,0.36637168141592924,0.06666666666666667,1.0,4,0.0,0.0,1.0,Non-Tech,Bachelor/Master,Senior,Small,High
0.41666666666666663,1.0,0.6,1.0,5,1.0,1.0,0.0,Tech,Bachelor/Master,Junior,Large,High
0.5555555555555555,1.0,0.4,1.0,4,1.0,0.0,1.0,Non-Tech,Basic,Junior,Small,High
0.3055555555555556,1.0,0.33333333333333337,1.0,2,0.0,0.0,1.0,Tech,Bachelor/Master,Junior,Small,Medium
0.33333333333333337,0.8336283185840707,0.4666666666666667,1.0,4,0.0,1.0,0.0,Tech,Bachelor/Master,Senior,Large,High
0.08333333333333337,0.7805309734513273,0.5333333333333333,1.0,3,0.0,1.0,0.0,Tech,Basic,Junior,Large,Medium
0.2777777777777778,0.9415929203539823,0.26666666666666666,1.0,4,0.0,0.0,0.0,Non-Tech,Bachelor/Master,Senior,Large,High
0.41666666666666663,0.7787610619469025,0.4,1.0,4,0.0,0.0,1.0,Non-Tech,Bachelor/Master,Senior,Large,High
0.4722222222222222,1.0,0.33333333333333337,1.0,0,1.0,1.0,0.0,Non-Tech,Bachelor/Master,Senior,Small,Low
0.33333333333333337,0.8513274336283185,0.33333333333333337,1.0,2,0.0,1.0,0.0,Tech,Bachelor/Master,Senior,Large,Medium
0.44444444444444453,0.6035398230088493,0.4666666666666667,1.0,5,0.0,0.0,0.0,Tech,Bachelor/Master,Junior,Small,High
0.5277777777777778,0.9274336283185842,0.13333333333333336,1.0,4,1.0,1.0,0.0,Tech,Bachelor/Master,Senior,Large,High
0.25,0.7469026548672566,0.33333333333333337,1.0,4,0.0,1.0,0.0,Tech,Bachelor/Master,Junior,Large,High
0.41666666666666663,0.6973451327433628,0.26666666666666666,1.0,4,1.0,1.0,0.0,Non-Tech,Bachelor/Master,Senior,Small,High
0.36111111111111116,1.0,0.4666666666666667,1.0,5,0.0,1.0,0.0,Tech,Basic,Junior,Small,High
0.7222222222222222,1.0,0.13333333333333336,0.47058823529411775,2,1.0,1.0,0.0,Non-Tech,Bachelor/Master,Senior,Large,Medium
0.5833333333333334,1.0,0.6666666666666666,1.0,4,0.0,0.0,0.0,Tech,Bachelor/Master,Senior,Small,High
0.888888888888889,0.711504424778761,0.6666666666666666,1.0,3,0.0,1.0,0.0,Tech,Basic,Senior,Large,Medium
0.5555555555555555,0.5946902654867254,0.8,0.9852941176470598,4,0.0,1.0,0.0,Tech,Bachelor/Master,Senior,Small,High
0.38888888888888895,0.6902654867256637,0.8,1.0,3,0.0,0.0,1.0,Non-Tech,Bachelor/Master,Junior,Large,Medium
0.13888888888888895,0.6902654867256637,0.6,1.0,2,1.0,0.0,1.0,Non-Tech,Bachelor/Master,Junior,Large,Medium
0.13888888888888895,1.0,0.4,1.0,3,0.0,0.0,1.0,Non-Tech,Bachelor/Master,Junior,Large,Medium
0.19444444444444442,1.0,0.33333333333333337,1.0,3,0.0,1.0,0.0,Non-Tech,Bachelor/Master,Junior,Large,Medium
0.0,0.8,0.4666666666666667,1.0,1,1.0,1.0,0.0,Non-Tech,Bachelor/Master,Junior,Small,Low
0.16666666666666663,0.7646017699115044,0.2,1.0,2,1.0,0.0,0.0,Non-Tech,Bachelor/Master,Junior,Small,Medium
0.38888888888888895,1.0,0.9333333333333333,1.0,1,1.0,1.0,0.0,Non-Tech,Bachelor/Master,Senior,Large,Low
0.44444444444444453,1.0,0.4,1.0,2,0.0,0.0,1.0,Non-Tech,Bachelor/Master,Senior,Large,Medium
0.5833333333333334,0.7592920353982302,0.4666666666666667,1.0,4,1.0,1.0,0.0,Tech,Advanced,Senior,Large,High
0.11111111111111116,0.5876106194690265,0.6,1.0,4,0.0,0.0,1.0,Tech,Bachelor/Master,Junior,Large,High
0.4722222222222222,0.9876106194690264,0.4,1.0,4,0.0,0.0,1.0,Non-Tech,Bachelor/Master,Junior,Large,High
0.8055555555555555,1.0,0.4,1.0,5,0.0,0.0,1.0,Tech,Bachelor/Master,Senior,Large,High
0.6944444444444445,0.9557522123893805,0.6,1.0,4,0.0,1.0,0.0,Non-Tech,Bachelor/Master,Junior,Large,High
0.3055555555555556,0.9451327433628318,0.6,1.0,4,1.0,0.0,1.0,Non-Tech,Bachelor/Master,Senior,Small,High
0.0,0.8424778761061946,0.26666666666666666,1.0,2,1.0,0.0,1.0,Non-Tech,Bachelor/Master,Junior,Small,Medium
0.19444444444444442,1.0,0.5333333333333333,1.0,3,0.0,0.0,1.0,Non-Tech,Bachelor/Master,Junior,Small,Medium
0.36111111111111116,0.7946902654867256,0.4,1.0,4,0.0,0.0,1.0,Non-Tech,Basic,Junior,Small,High
0.36111111111111116,0.7929203539823009,0.33333333333333337,1.0,3,0.0,1.0,0.0,Tech,Advanced,Senior,Small,Medium
0.2222222222222222,0.9575221238938052,0.6,1.0,4,1.0,0.0,1.0,Non-Tech,Bachelor/Master,Junior,Small,High
0.5000000000000001,0.7964601769911503,0.13333333333333336,1.0,1,0.0,1.0,0.0,Non-Tech,Basic,Junior,Large,Low
0.08333333333333337,0.752212389380531,0.33333333333333337,1.0,4,1.0,1.0,0.0,Non-Tech,Bachelor/Master,Junior,Small,High
0.3055555555555556,0.8053097345132743,0.4,1.0,2,0.0,1.0,0.0,Non-Tech,Bachelor/Master,Junior,Large,Medium
0.38888888888888895,1.0,0.6666666666666666,1.0,2,1.0,1.0,0.0,Non-Tech,Bachelor/Master,Junior,Large,Medium
0.4722222222222222,0.9805309734513274,0.26666666666666666,1.0,3,0.0,0.0,1.0,Non-Tech,Bachelor/Master,Junior,Small,Medium
0.05555555555555558,0.6973451327433628,0.5333333333333333,1.0,0,0.0,1.0,0.0,Tech,Bachelor/Master,Junior,Large,Low
0.0,0.9858407079646017,0.6666666666666666,1.0,2,0.0,0.0,1.0,Tech,Bachelor/Master,Junior,Large,Medium
0.41666666666666663,0.8637168141592919,0.7333333333333334,1.0,5,1.0,1.0,0.0,Tech,Bachelor/Master,Junior,Large,High
0.16666666666666663,0.8902654867256636,0.33333333333333337,1.0,4,0.0,0.0,1.0,Tech,Bachelor/Master,Junior,Small,High
0.38888888888888895,0.9504424778761063,0.26666666666666666,1.0,0,1.0,0.0,0.0,Non-Tech,Bachelor/Master,Senior,Large,Low
0.638888888888889,1.0,0.2,1.0,3,0.0,0.0,1.0,Tech,Basic,Senior,Large,Medium
0.36111111111111116,0.7929203539823009,0.26666666666666666,1.0,4,0.0,1.0,0.0,Non-Tech,Bachelor/Master,Junior,Small,High
0.7777777777777778,0.2973451327433627,0.7333333333333334,1.0,1,0.0,1.0,0.0,Tech,Basic,Senior,Small,Low
0.2777777777777778,0.9964601769911503,0.13333333333333336,1.0,2,0.0,0.0,0.0,Non-Tech,Bachelor/Master,Senior,Small,Medium
0.5000000000000001,1.0,0.4666666666666667,1.0,2,0.0,1.0,0.0,Non-Tech,Bachelor/Master,Senior,Small,Medium
0.11111111111111116,0.438938053097345,0.33333333333333337,1.0,2,0.0,1.0,0.0,Non-Tech,Advanced,Junior,Large,Medium
0.5277777777777778,1.0,0.4666666666666667,1.0,1,1.0,1.0,0.0,Tech,Bachelor/Master,Senior,Small,Low
0.611111111111111,0.7256637168141593,0.4,1.0,3,1.0,1.0,0.0,Non-Tech,Bachelor/Master,Junior,Large,Medium
0.0,0.7150442477876107,0.6666666666666666,0.6470588235294112,3,1.0,1.0,0.0,Non-Tech,Basic,Junior,Large,Medium
0.05555555555555558,0.7557522123893805,0.4,1.0,0,0.0,1.0,0.0,Non-Tech,Bachelor/Master,Junior,Small,Low
0.0,0.7380530973451327,0.4666666666666667,1.0,1,0.0,0.0,0.0,Non-Tech,Bachelor/Master,Junior,Large,Low
0.2777777777777778,0.7238938053097346,0.4,1.0,1,0.0,1.0,0.0,Tech,Bachelor/Master,Senior,Large,Low
0.5277777777777778,0.49557522123893794,0.5333333333333333,1.0,1,0.0,1.0,0.0,Tech,Bachelor/Master,Junior,Small,Low
0.7222222222222222,1.0,0.6666666666666666,1.0,2,1.0,0.0,1.0,Non-Tech,Bachelor/Master,Senior,Large,Medium
0.36111111111111116,1.0,0.6666666666666666,1.0,5,0.0,1.0,0.0,Non-Tech,Bachelor/Master,Senior,Small,High
0.0,1.0,0.4666666666666667,1.0,4,1.0,1.0,0.0,Tech,Bachelor/Master,Junior,Large,High
0.33333333333333337,0.8690265486725661,0.4,1.0,2,0.0,0.0,0.0,Tech,Bachelor/Master,Senior,Large,Medium
0.44444444444444453,0.8707964601769911,0.13333333333333336,0.8970588235294112,0,1.0,0.0,1.0,Tech,Bachelor/Master,Junior,Large,Low
0.0,0.47433628318584065,0.4,1.0,3,1.0,1.0,0.0,Tech,Bachelor/Master,Junior,Large,Medium
0.33333333333333337,0.8584070796460177,0.6666666666666666,1.0,1,0.0,1.0,0.0,Tech,Advanced,Junior,Large,Low
0.02777777777777779,0.16991150442477876,0.7333333333333334,0.7941176470588225,4,1.0,0.0,1.0,Non-Tech,Bachelor/Master,Junior,Large,High
0.5277777777777778,0.8159292035398229,0.5333333333333333,1.0,3,1.0,1.0,0.0,Tech,Bachelor/Master,Senior,Large,Medium
0.11111111111111116,0.42831858407079637,0.5333333333333333,1.0,1,0.0,0.0,1.0,Tech,Bachelor/Master,Junior,Large,Low
0.2222222222222222,0.2796460176991149,0.4,0.720588235294116,3,0.0,0.0,1.0,Non-Tech,Bachelor/Master,Junior,Large,Medium
0.33333333333333337,0.6336283185840708,0.5333333333333333,1.0,2,1.0,0.0,1.0,Non-Tech,Bachelor/Master,Junior,Large,Medium
0.5833333333333334,0.8884955752212389,0.7333333333333334,1.0,2,0.0,0.0,1.0,Tech,Bachelor/Master,Senior,Large,Medium
0.11111111111111116,1.0,0.6,1.0,3,1.0,1.0,0.0,Tech,Bachelor/Master,Junior,Small,Medium
0.4722222222222222,0.8637168141592919,0.06666666666666667,0.5735294117647047,1,1.0,1.0,0.0,Non-Tech,Bachelor/Master,Junior,Large,Low
0.13888888888888895,0.295575221238938,0.6666666666666666,1.0,4,1.0,1.0,0.0,Tech,Bachelor/Master,Junior,Small,High
0.08333333333333337,0.6141592920353982,0.7333333333333334,1.0,0,1.0,0.0,1.0,Tech,Bachelor/Master,Junior,Large,Low
0.2222222222222222,1.0,0.5333333333333333,1.0,4,0.0,1.0,0.0,Non-Tech,Bachelor/Master,Senior,Small,High
0.8333333333333334,1.0,0.6666666666666666,0.485294117647058,1,0.0,0.0,1.0,Tech,Bachelor/Master,Senior,Large,Low
0.16666666666666663,0.5699115044247787,0.5333333333333333,1.0,2,0.0,1.0,0.0,Non-Tech,Bachelor/Master,Junior,Large,Medium
0.3055555555555556,0.8530973451327433,0.33333333333333337,1.0,2,0.0,0.0,0.0,Tech,Basic,Senior,Small,Medium
0.3055555555555556,0.5893805309734512,0.5333333333333333,1.0,4,0.0,1.0,0.0,Non-Tech,Bachelor/Master,Junior,Small,High
0.5000000000000001,0.9734513274336283,0.6666666666666666,1.0,2,0.0,0.0,1.0,Non-Tech,Bachelor/Master,Senior,Small,Medium
0.2777777777777778,0.7451327433628316,0.5333333333333333,1.0,3,0.0,1.0,0.0,Tech,Basic,Junior,Large,Medium
0.0,0.7061946902654868,0.4,1.0,3,0.0,1.0,0.0,Tech,Bachelor/Master,Junior,Large,Medium
0.0,0.7911504424778761,0.4,0.235294117647058,3,0.0,1.0,0.0,Tech,Bachelor/Master,Junior,Small,Medium
0.6944444444444445,1.0,0.6666666666666666,1.0,4,1.0,1.0,0.0,Non-Tech,Bachelor/Master,Senior,Large,High
0.7499999999999999,1.0,0.8,1.0,3,0.0,0.0,1.0,Non-Tech,Bachelor/Master,Junior,Small,Medium
0.2777777777777778,0.8991150442477875,0.8,1.0,0,0.0,0.0,1.0,Non-Tech,Bachelor/Master,Junior,Small,Low
0.5000000000000001,0.7203539823008849,0.4666666666666667,1.0,4,0.0,1.0,0.0,Non-Tech,Bachelor/Master,Senior,Large,High
0.638888888888889,1.0,0.5333333333333333,1.0,4,0.0,1.0,0.0,Non-Tech,Bachelor/Master,Junior,Large,High
0.3055555555555556,0.7539823008849555,0.7333333333333334,1.0,2,0.0,0.0,1.0,Tech,Bachelor/Master,Senior,Large,Medium
0.0,1.0,0.26666666666666666,1.0,4,0.0,1.0,0.0,Tech,Bachelor/Master,Junior,Small,High
0.16666666666666663,0.9008849557522125,0.13333333333333336,1.0,2,0.0,0.0,1.0,Non-Tech,Basic,Junior,Large,Medium
0.0,0.9628318584070796,0.5333333333333333,1.0,2,0.0,0.0,1.0,Non-Tech,Bachelor/Master,Junior,Small,Medium
0.19444444444444442,0.6743362831858406,0.26666666666666666,1.0,3,0.0,1.0,0.0,Non-Tech,Bachelor/Master,Junior,Large,Medium
0.08333333333333337,0.6654867256637167,0.4,0.5441176470588243,0,1.0,0.0,1.0,Tech,Bachelor/Master,Junior,Large,Low
0.7777777777777778,0.9522123893805308,0.33333333333333337,1.0,1,1.0,0.0,1.0,Non-Tech,Bachelor/Master,Senior,Large,Low
0.5555555555555555,1.0,0.2,1.0,1,0.0,0.0,0.0,Tech,Bachelor/Master,Senior,Large,Low
0.33333333333333337,0.5876106194690265,0.4666666666666667,1.0,1,0.0,1.0,0.0,Tech,Bachelor/Master,Junior,Large,Low
0.36111111111111116,0.9699115044247786,0.7333333333333334,1.0,5,1.0,0.0,1.0,Non-Tech,Advanced,Senior,Small,High
0.13888888888888895,0.9929203539823008,0.5333333333333333,1.0,4,0.0,0.0,1.0,Tech,Advanced,Junior,Large,High
0.7222222222222222,0.5663716814159292,0.6666666666666666,1.0,0,1.0,0.0,1.0,Non-Tech,Advanced,Senior,Large,Low
0.08333333333333337,1.0,0.8,0.47058823529411775,3,0.0,1.0,0.0,Non-Tech,Bachelor/Master,Junior,Large,Medium
0.3055555555555556,1.0,0.6,1.0,1,1.0,0.0,0.0,Non-Tech,Advanced,Junior,Large,Low
0.13888888888888895,0.6761061946902656,0.6,1.0,5,0.0,1.0,0.0,Tech,Bachelor/Master,Junior,Small,High
0.0,0.9964601769911503,0.6666666666666666,1.0,3,0.0,0.0,1.0,Tech,Bachelor/Master,Junior,Large,Medium
0.5833333333333334,1.0,0.5333333333333333,1.0,5,0.0,0.0,0.0,Non-Tech,Bachelor/Master,Senior,Large,High
0.8333333333333334,1.0,0.5333333333333333,1.0,3,1.0,0.0,1.0,Tech,Bachelor/Master,Senior,Large,Medium
0.0,0.9256637168141593,0.6,1.0,4,1.0,0.0,1.0,Non-Tech,Bachelor/Master,Junior,Large,High
0.19444444444444442,0.7699115044247786,0.2,1.0,3,1.0,1.0,0.0,Tech,Bachelor/Master,Junior,Small,Medium
0.19444444444444442,0.44070796460177,0.8,1.0,4,1.0,0.0,1.0,Non-Tech,Bachelor/Master,Junior,Large,High
0.36111111111111116,0.7345132743362832,0.06666666666666667,1.0,4,1.0,1.0,0.0,Tech,Bachelor/Master,Junior,Large,High
0.13888888888888895,0.7256637168141593,0.33333333333333337,1.0,4,1.0,0.0,0.0,Non-Tech,Advanced,Junior,Small,High
0.33333333333333337,1.0,0.4666666666666667,1.0,2,0.0,1.0,0.0,Non-Tech,Bachelor/Master,Junior,Large,Medium
0.2777777777777778,0.9185840707964603,0.4666666666666667,1.0,3,1.0,0.0,1.0,Non-Tech,Bachelor/Master,Junior,Small,Medium
0.5277777777777778,0.1539823008849558,0.33333333333333337,1.0,4,0.0,0.0,1.0,Non-Tech,Bachelor/Master,Junior,Small,High
0.4722222222222222,1.0,0.4,1.0,2,1.0,0.0,1.0,Non-Tech,Bachelor/Master,Junior,Small,Medium
0.11111111111111116,0.5274336283185839,0.4,1.0,1,1.0,0.0,0.0,Tech,Bachelor/Master,Junior,Large,Low
0.36111111111111116,0.9663716814159291,0.6,1.0,5,0.0,0.0,1.0,Tech,Basic,Junior,Small,High
0.5277777777777778,1.0,0.13333333333333336,1.0,3,1.0,0.0,1.0,Tech,Bachelor/Master,Senior,Large,Medium
0.0,1.0,0.4,1.0,1,0.0,0.0,1.0,Tech,Bachelor/Master,Junior,Large,Low
0.19444444444444442,1.0,0.33333333333333337,1.0,5,1.0,0.0,0.0,Tech,Bachelor/Master,Junior,Small,High
0.5000000000000001,1.0,0.5333333333333333,1.0,1,0.0,0.0,1.0,Tech,Basic,Junior,Large,Low
0.16666666666666663,0.5504424778761061,0.8666666666666667,0.7794117647058822,4,0.0,1.0,0.0,Non-Tech,Basic,Senior,Large,High
0.0,0.4548672566371681,0.5333333333333333,1.0,5,1.0,0.0,1.0,Non-Tech,Bachelor/Master,Junior,Small,High
0.36111111111111116,0.9097345132743364,0.6,1.0,5,1.0,0.0,1.0,Tech,Bachelor/Master,Junior,Large,High
0.41666666666666663,1.0,0.26666666666666666,1.0,3,0.0,1.0,0.0,Tech,Basic,Senior,Small,Medium
0.5000000000000001,0.6212389380530972,0.4666666666666667,1.0,0,1.0,1.0,0.0,Non-Tech,Advanced,Senior,Large,Low
0.0,0.7539823008849555,0.6,1.0,0,0.0,0.0,1.0,Tech,Advanced,Junior,Small,Low
0.33333333333333337,0.9486725663716813,0.4666666666666667,1.0,3,1.0,0.0,1.0,Non-Tech,Bachelor/Master,Junior,Large,Medium
0.05555555555555558,0.6353982300884957,0.33333333333333337,1.0,3,1.0,1.0,0.0,Non-Tech,Bachelor/Master,Junior,Large,Medium
0.19444444444444442,1.0,0.2,1.0,1,1.0,1.0,0.0,Tech,Bachelor/Master,Senior,Small,Low
0.36111111111111116,0.23362831858407085,0.4,1.0,3,0.0,0.0,1.0,Non-Tech,Bachelor/Master,Senior,Small,Medium
0.19444444444444442,0.9274336283185842,0.4666666666666667,1.0,3,1.0,0.0,1.0,Non-Tech,Bachelor/Master,Junior,Small,Medium
0.5555555555555555,1.0,0.5333333333333333,1.0,3,1.0,0.0,0.0,Tech,Bachelor/Master,Junior,Small,Medium
0.4722222222222222,1.0,0.4,1.0,5,0.0,0.0,0.0,Non-Tech,Bachelor/Master,Senior,Large,High
0.6944444444444445,0.5451327433628317,0.6,1.0,3,0.0,0.0,1.0,Tech,Bachelor/Master,Junior,Large,Medium
0.0,0.8106194690265485,0.6,1.0,2,1.0,0.0,1.0,Non-Tech,Bachelor/Master,Junior,Large,Medium
0.5000000000000001,0.6831858407079645,0.5333333333333333,1.0,2,1.0,0.0,1.0,Non-Tech,Bachelor/Master,Junior,Small,Medium
0.3055555555555556,0.5575221238938053,0.6666666666666666,1.0,0,1.0,0.0,1.0,Tech,Basic,Junior,Small,Low
0.44444444444444453,0.9504424778761063,0.13333333333333336,1.0,2,0.0,0.0,1.0,Tech,Bachelor/Master,Junior,Small,Medium
0.19444444444444442,0.9415929203539823,0.4666666666666667,1.0,3,1.0,1.0,0.0,Non-Tech,Advanced,Junior,Large,Medium
0.638888888888889,1.0,0.33333333333333337,1.0,1,1.0,0.0,1.0,Tech,Bachelor/Master,Senior,Large,Low
0.41666666666666663,1.0,0.7333333333333334,1.0,1,0.0,1.0,0.0,Tech,Basic,Senior,Large,Low
0.44444444444444453,1.0,0.26666666666666666,1.0,3,1.0,0.0,1.0,Tech,Bachelor/Master,Junior,Small,Medium
0.25,1.0,0.6,1.0,1,0.0,0.0,1.0,Tech,Bachelor/Master,Junior,Large,Low
0.2222222222222222,0.4849557522123895,0.6666666666666666,0.26470588235294024,0,1.0,0.0,1.0,Non-Tech,Bachelor/Master,Junior,Large,Low
0.25,0.8955752212389378,0.26666666666666666,1.0,4,0.0,1.0,0.0,Tech,Bachelor/Master,Junior,Small,High
0.41666666666666663,0.8991150442477875,0.6,1.0,1,1.0,1.0,0.0,Non-Tech,Basic,Senior,Large,Low
0.2777777777777778,0.4778761061946901,0.26666666666666666,1.0,4,0.0,0.0,1.0,Tech,Bachelor/Master,Junior,Large,High
0.638888888888889,0.6212389380530972,0.4,1.0,1,0.0,1.0,0.0,Tech,Bachelor/Master,Senior,Large,Low
0.25,1.0,0.4,1.0,5,0.0,0.0,0.0,Tech,Bachelor/Master,Junior,Small,High
0.0,0.5769911504424776,0.5333333333333333,1.0,4,0.0,1.0,0.0,Non-Tech,Bachelor/Master,Junior,Large,High
0.08333333333333337,0.40176991150442487,0.6666666666666666,0.16176470588235148,4,1.0,0.0,1.0,Non-Tech,Bachelor/Master,Junior,Large,High
0.0,0.4513274336283186,0.4666666666666667,1.0,3,1.0,0.0,1.0,Tech,Basic,Junior,Small,Medium
